asset_id,timestamp,metric,value
web-01,2026-07-02 09:45:00,memory_percent,39.48
web-01,2026-07-02 09:45:00,disk_percent,53.18
web-01,2026-07-02 09:45:00,response_time_ms,74.42
web-01,2026-07-02 09:45:00,error_rate_percent,0.36
web-01,2026-07-02 09:45:00,status,1.0
web-01,2026-07-02 09:50:00,cpu_percent,26.94
web-01,2026-07-02 09:50:00,memory_percent,34.97
web-01,2026-07-02 09:50:00,disk_percent,54.07
web-01,2026-07-02 09:50:00,response_time_ms,62.9
web-01,2026-07-02 09:50:00,error_rate_percent,0.13
web-01,2026-07-02 09:50:00,status,1.0
web-01,2026-07-02 09:55:00,cpu_percent,28.83
web-01,2026-07-02 09:55:00,memory_percent,33.86
web-01,2026-07-02 09:55:00,disk_percent,52.59
web-01,2026-07-02 09:55:00,response_time_ms,50.76
web-01,2026-07-02 09:55:00,error_rate_percent,1.02
web-01,2026-07-02 09:55:00,status,1.0
web-02,2026-07-02 08:00:00,cpu_percent,31.84
web-02,2026-07-02 08:00:00,memory_percent,35.76
web-02,2026-07-02 08:00:00,disk_percent,41.8
web-02,2026-07-02 08:00:00,response_time_ms,102.05
web-02,2026-07-02 08:00:00,error_rate_percent,0.48
web-02,2026-07-02 08:00:00,status,1.0
web-02,2026-07-02 08:05:00,cpu_percent,36.52
web-02,2026-07-02 08:05:00,memory_percent,41.1
web-02,2026-07-02 08:05:00,disk_percent,41.52
web-02,2026-07-02 08:05:00,response_time_ms,110.39
web-02,2026-07-02 08:05:00,error_rate_percent,0.59
web-02,2026-07-02 08:05:00,status,1.0
web-02,2026-07-02 08:10:00,cpu_percent,30.93
web-02,2026-07-02 08:10:00,memory_percent,37.69
web-02,2026-07-02 08:10:00,disk_percent,40.64
web-02,2026-07-02 08:10:00,response_time_ms,102.84
web-02,2026-07-02 08:10:00,error_rate_percent,0.18
web-02,2026-07-02 08:10:00,status,1.0
web-02,2026-07-02 08:15:00,cpu_percent,26.07
web-02,2026-07-02 08:15:00,memory_percent,39.49
web-02,2026-07-02 08:15:00,disk_percent,39.82
web-02,2026-07-02 08:15:00,response_time_ms,81.22
web-02,2026-07-02 08:15:00,error_rate_percent,0.61
web-02,2026-07-02 08:15:00,status,1.0
web-02,2026-07-02 08:20:00,cpu_percent,30.55
web-02,2026-07-02 08:20:00,memory_percent,41.13
web-02,2026-07-02 08:20:00,disk_percent,40.63
web-02,2026-07-02 08:20:00,response_time_ms,89.52
web-02,2026-07-02 08:20:00,error_rate_percent,0.13
web-02,2026-07-02 08:20:00,status,1.0
web-02,2026-07-02 08:25:00,cpu_percent,31.34
web-02,2026-07-02 08:25:00,memory_percent,38.05
web-02,2026-07-02 08:25:00,disk_percent,40.34
web-02,2026-07-02 08:25:00,response_time_ms,97.93
web-02,2026-07-02 08:25:00,error_rate_percent,0.04
web-02,2026-07-02 08:25:00,status,1.0
web-02,2026-07-02 08:30:00,cpu_percent,33.46
web-02,2026-07-02 08:30:00,memory_percent,31.97
web-02,2026-07-02 08:30:00,disk_percent,40.97
web-02,2026-07-02 08:30:00,response_time_ms,107.72
web-02,2026-07-02 08:30:00,error_rate_percent,0.83
web-02,2026-07-02 08:30:00,status,1.0
web-02,2026-07-02 08:35:00,cpu_percent,40.25
web-02,2026-07-02 08:35:00,memory_percent,32.92
web-02,2026-07-02 08:35:00,disk_percent,41.92
web-02,2026-07-02 08:35:00,response_time_ms,112.81
web-02,2026-07-02 08:35:00,error_rate_percent,0.79
web-02,2026-07-02 08:35:00,status,1.0
web-02,2026-07-02 08:40:00,cpu_percent,29.68
web-02,2026-07-02 08:40:00,memory_percent,40.79
web-02,2026-07-02 08:40:00,disk_percent,43.02
web-02,2026-07-02 08:40:00,response_time_ms,85.77
web-02,2026-07-02 08:40:00,error_rate_percent,0.64
web-02,2026-07-02 08:40:00,status,1.0
web-02,2026-07-02 08:45:00,cpu_percent,37.85
web-02,2026-07-02 08:45:00,memory_percent,36.36
web-02,2026-07-02 08:45:00,disk_percent,41.74
web-02,2026-07-02 08:45:00,response_time_ms,90.03
web-02,2026-07-02 08:45:00,error_rate_percent,0.26
web-02,2026-07-02 08:45:00,status,1.0
web-02,2026-07-02 08:50:00,cpu_percent,30.13
web-02,2026-07-02 08:50:00,memory_percent,39.91
web-02,2026-07-02 08:50:00,disk_percent,41.07
web-02,2026-07-02 08:50:00,response_time_ms,110.28
web-02,2026-07-02 08:50:00,error_rate_percent,0.22
web-02,2026-07-02 08:50:00,status,1.0
web-02,2026-07-02 08:55:00,cpu_percent,32.87
web-02,2026-07-02 08:55:00,memory_percent,42.99
web-02,2026-07-02 08:55:00,disk_percent,41.72
web-02,2026-07-02 08:55:00,response_time_ms,87.5
web-02,2026-07-02 08:55:00,error_rate_percent,0.7
web-02,2026-07-02 08:55:00,status,1.0
web-02,2026-07-02 09:00:00,cpu_percent,31.48
web-02,2026-07-02 09:00:00,memory_percent,40.68
web-02,2026-07-02 09:00:00,disk_percent,41.46
web-02,2026-07-02 09:00:00,response_time_ms,112.94
web-02,2026-07-02 09:00:00,error_rate_percent,0.53
web-02,2026-07-02 09:00:00,status,1.0
web-02,2026-07-02 09:05:00,cpu_percent,25.98
web-02,2026-07-02 09:05:00,memory_percent,33.66
web-02,2026-07-02 09:05:00,disk_percent,41.89
web-02,2026-07-02 09:05:00,response_time_ms,98.16
web-02,2026-07-02 09:05:00,error_rate_percent,0.84
web-02,2026-07-02 09:05:00,status,1.0
web-02,2026-07-02 09:10:00,cpu_percent,34.49
web-02,2026-07-02 09:10:00,memory_percent,36.15
web-02,2026-07-02 09:10:00,disk_percent,42.24
web-02,2026-07-02 09:10:00,response_time_ms,92.67
web-02,2026-07-02 09:10:00,error_rate_percent,0.0
web-02,2026-07-02 09:10:00,status,1.0
web-02,2026-07-02 09:15:00,cpu_percent,41.65
web-02,2026-07-02 09:15:00,memory_percent,31.5
web-02,2026-07-02 09:15:00,disk_percent,41.8
web-02,2026-07-02 09:15:00,response_time_ms,110.13
web-02,2026-07-02 09:15:00,error_rate_percent,0.54
web-02,2026-07-02 09:15:00,status,1.0
web-02,2026-07-02 09:20:00,cpu_percent,26.66
web-02,2026-07-02 09:20:00,memory_percent,43.2
web-02,2026-07-02 09:20:00,disk_percent,39.72
web-02,2026-07-02 09:20:00,response_time_ms,87.31
web-02,2026-07-02 09:20:00,error_rate_percent,0.39
web-02,2026-07-02 09:20:00,status,1.0
web-02,2026-07-02 09:25:00,cpu_percent,36.55
web-02,2026-07-02 09:25:00,memory_percent,40.34
web-02,2026-07-02 09:25:00,disk_percent,41.97
web-02,2026-07-02 09:25:00,response_time_ms,96.31
web-02,2026-07-02 09:25:00,error_rate_percent,0.45
web-02,2026-07-02 09:25:00,status,1.0
web-02,2026-07-02 09:30:00,cpu_percent,28.85
web-02,2026-07-02 09:30:00,memory_percent,37.87
web-02,2026-07-02 09:30:00,disk_percent,41.75
web-02,2026-07-02 09:30:00,response_time_ms,97.75
web-02,2026-07-02 09:30:00,error_rate_percent,0.64
web-02,2026-07-02 09:30:00,status,1.0
web-02,2026-07-02 09:35:00,cpu_percent,31.1
web-02,2026-07-02 09:35:00,memory_percent,36.77
web-02,2026-07-02 09:35:00,disk_percent,41.2
web-02,2026-07-02 09:35:00,response_time_ms,98.79
web-02,2026-07-02 09:35:00,error_rate_percent,0.68
web-02,2026-07-02 09:35:00,status,1.0
web-02,2026-07-02 09:40:00,cpu_percent,34.11
web-02,2026-07-02 09:40:00,memory_percent,46.1
web-02,2026-07-02 09:40:00,disk_percent,40.94
web-02,2026-07-02 09:40:00,response_time_ms,98.47
web-02,2026-07-02 09:40:00,error_rate_percent,0.19
web-02,2026-07-02 09:40:00,status,1.0
web-02,2026-07-02 09:45:00,cpu_percent,33.49
web-02,2026-07-02 09:45:00,memory_percent,41.87
web-02,2026-07-02 09:45:00,disk_percent,40.42
web-02,2026-07-02 09:45:00,response_time_ms,100.25
web-02,2026-07-02 09:45:00,error_rate_percent,0.72
web-02,2026-07-02 09:45:00,status,1.0
web-02,2026-07-02 09:50:00,cpu_percent,32.89
web-02,2026-07-02 09:50:00,memory_percent,37.07
web-02,2026-07-02 09:50:00,disk_percent,42.13
web-02,2026-07-02 09:50:00,response_time_ms,101.71
web-02,2026-07-02 09:50:00,error_rate_percent,0.62
web-02,2026-07-02 09:50:00,status,1.0
web-02,2026-07-02 09:55:00,cpu_percent,38.08
web-02,2026-07-02 09:55:00,memory_percent,43.72
web-02,2026-07-02 09:55:00,disk_percent,40.81
web-02,2026-07-02 09:55:00,response_time_ms,95.49
web-02,2026-07-02 09:55:00,error_rate_percent,0.59
web-02,2026-07-02 09:55:00,status,1.0
app-checkout,2026-07-02 08:00:00,cpu_percent,20.41
app-checkout,2026-07-02 08:00:00,memory_percent,33.24
app-checkout,2026-07-02 08:00:00,disk_percent,42.67
app-checkout,2026-07-02 08:00:00,response_time_ms,59.26
app-checkout,2026-07-02 08:00:00,error_rate_percent,0.72
app-checkout,2026-07-02 08:00:00,status,1.0
app-checkout,2026-07-02 08:05:00,cpu_percent,16.25
app-checkout,2026-07-02 08:05:00,memory_percent,45.99
app-checkout,2026-07-02 08:05:00,disk_percent,40.81
app-checkout,2026-07-02 08:05:00,response_time_ms,57.99
app-checkout,2026-07-02 08:05:00,error_rate_percent,0.08
app-checkout,2026-07-02 08:05:00,status,1.0
app-checkout,2026-07-02 08:10:00,cpu_percent,20.27
app-checkout,2026-07-02 08:10:00,memory_percent,39.92
app-checkout,2026-07-02 08:10:00,disk_percent,41.21
app-checkout,2026-07-02 08:10:00,response_time_ms,63.46
app-checkout,2026-07-02 08:10:00,error_rate_percent,0.52
app-checkout,2026-07-02 08:10:00,status,1.0
app-checkout,2026-07-02 08:15:00,cpu_percent,24.84
app-checkout,2026-07-02 08:15:00,memory_percent,38.97
app-checkout,2026-07-02 08:15:00,disk_percent,40.4
app-checkout,2026-07-02 08:15:00,response_time_ms,58.88
app-checkout,2026-07-02 08:15:00,error_rate_percent,0.69
app-checkout,2026-07-02 08:15:00,status,1.0
app-checkout,2026-07-02 08:20:00,cpu_percent,25.92
app-checkout,2026-07-02 08:20:00,memory_percent,44.1
app-checkout,2026-07-02 08:20:00,disk_percent,39.63
app-checkout,2026-07-02 08:20:00,response_time_ms,62.84
app-checkout,2026-07-02 08:20:00,error_rate_percent,0.94
app-checkout,2026-07-02 08:20:00,status,1.0
app-checkout,2026-07-02 08:25:00,cpu_percent,21.19
app-checkout,2026-07-02 08:25:00,memory_percent,38.78
app-checkout,2026-07-02 08:25:00,disk_percent,41.71
app-checkout,2026-07-02 08:25:00,response_time_ms,54.04
app-checkout,2026-07-02 08:25:00,error_rate_percent,0.69
app-checkout,2026-07-02 08:25:00,status,1.0
app-checkout,2026-07-02 08:30:00,cpu_percent,20.89
app-checkout,2026-07-02 08:30:00,memory_percent,46.41
app-checkout,2026-07-02 08:30:00,disk_percent,41.9
app-checkout,2026-07-02 08:30:00,response_time_ms,51.83
app-checkout,2026-07-02 08:30:00,error_rate_percent,0.68
app-checkout,2026-07-02 08:30:00,status,1.0
app-checkout,2026-07-02 08:35:00,cpu_percent,24.68
app-checkout,2026-07-02 08:35:00,memory_percent,38.57
app-checkout,2026-07-02 08:35:00,disk_percent,40.97
app-checkout,2026-07-02 08:35:00,response_time_ms,36.02
app-checkout,2026-07-02 08:35:00,error_rate_percent,0.77
app-checkout,2026-07-02 08:35:00,status,1.0
app-checkout,2026-07-02 08:40:00,cpu_percent,18.59
app-checkout,2026-07-02 08:40:00,memory_percent,32.35
app-checkout,2026-07-02 08:40:00,disk_percent,39.63
app-checkout,2026-07-02 08:40:00,response_time_ms,56.84
app-checkout,2026-07-02 08:40:00,error_rate_percent,0.73
app-checkout,2026-07-02 08:40:00,status,1.0
app-checkout,2026-07-02 08:45:00,cpu_percent,20.58
app-checkout,2026-07-02 08:45:00,memory_percent,42.73
app-checkout,2026-07-02 08:45:00,disk_percent,40.3
app-checkout,2026-07-02 08:45:00,response_time_ms,45.66
app-checkout,2026-07-02 08:45:00,error_rate_percent,0.77
app-checkout,2026-07-02 08:45:00,status,1.0
app-checkout,2026-07-02 08:50:00,cpu_percent,22.91
app-checkout,2026-07-02 08:50:00,memory_percent,40.72
app-checkout,2026-07-02 08:50:00,disk_percent,42.68
app-checkout,2026-07-02 08:50:00,response_time_ms,49.56
app-checkout,2026-07-02 08:50:00,error_rate_percent,0.37
app-checkout,2026-07-02 08:50:00,status,1.0
app-checkout,2026-07-02 08:55:00,cpu_percent,25.04
app-checkout,2026-07-02 08:55:00,memory_percent,48.19
app-checkout,2026-07-02 08:55:00,disk_percent,41.41
app-checkout,2026-07-02 08:55:00,response_time_ms,75.87
app-checkout,2026-07-02 08:55:00,error_rate_percent,0.32
app-checkout,2026-07-02 08:55:00,status,1.0
app-checkout,2026-07-02 09:00:00,cpu_percent,22.26
app-checkout,2026-07-02 09:00:00,memory_percent,40.15
app-checkout,2026-07-02 09:00:00,disk_percent,39.81
app-checkout,2026-07-02 09:00:00,response_time_ms,61.65
app-checkout,2026-07-02 09:00:00,error_rate_percent,0.78
app-checkout,2026-07-02 09:00:00,status,1.0
app-checkout,2026-07-02 09:05:00,cpu_percent,20.34
app-checkout,2026-07-02 09:05:00,memory_percent,40.56
app-checkout,2026-07-02 09:05:00,disk_percent,42.79
app-checkout,2026-07-02 09:05:00,response_time_ms,46.57
app-checkout,2026-07-02 09:05:00,error_rate_percent,0.05
app-checkout,2026-07-02 09:05:00,status,1.0
app-checkout,2026-07-02 09:10:00,cpu_percent,18.32
app-checkout,2026-07-02 09:10:00,memory_percent,36.05
app-checkout,2026-07-02 09:10:00,disk_percent,42.74
app-checkout,2026-07-02 09:10:00,response_time_ms,62.17
app-checkout,2026-07-02 09:10:00,error_rate_percent,0.24
app-checkout,2026-07-02 09:10:00,status,1.0
app-checkout,2026-07-02 09:15:00,cpu_percent,18.48
app-checkout,2026-07-02 09:15:00,memory_percent,52.29
app-checkout,2026-07-02 09:15:00,disk_percent,40.79
app-checkout,2026-07-02 09:15:00,response_time_ms,51.45
app-checkout,2026-07-02 09:15:00,error_rate_percent,0.59
app-checkout,2026-07-02 09:15:00,status,1.0
app-checkout,2026-07-02 09:20:00,cpu_percent,23.49
app-checkout,2026-07-02 09:20:00,memory_percent,41.73
app-checkout,2026-07-02 09:20:00,disk_percent,40.49
app-checkout,2026-07-02 09:20:00,response_time_ms,47.48
app-checkout,2026-07-02 09:20:00,error_rate_percent,0.68
app-checkout,2026-07-02 09:20:00,status,1.0
app-checkout,2026-07-02 09:25:00,cpu_percent,20.72
app-checkout,2026-07-02 09:25:00,memory_percent,34.28
app-checkout,2026-07-02 09:25:00,disk_percent,42.57
app-checkout,2026-07-02 09:25:00,response_time_ms,66.82
app-checkout,2026-07-02 09:25:00,error_rate_percent,0.43
app-checkout,2026-07-02 09:25:00,status,1.0
app-checkout,2026-07-02 09:30:00,cpu_percent,19.9
app-checkout,2026-07-02 09:30:00,memory_percent,41.77
app-checkout,2026-07-02 09:30:00,disk_percent,40.71
app-checkout,2026-07-02 09:30:00,response_time_ms,45.59
app-checkout,2026-07-02 09:30:00,error_rate_percent,0.6
app-checkout,2026-07-02 09:30:00,status,1.0
app-checkout,2026-07-02 09:35:00,cpu_percent,15.18
app-checkout,2026-07-02 09:35:00,memory_percent,42.4
app-checkout,2026-07-02 09:35:00,disk_percent,39.96
app-checkout,2026-07-02 09:35:00,response_time_ms,58.08
app-checkout,2026-07-02 09:35:00,error_rate_percent,0.46
app-checkout,2026-07-02 09:35:00,status,1.0
app-checkout,2026-07-02 09:40:00,cpu_percent,28.07
app-checkout,2026-07-02 09:40:00,memory_percent,36.58
app-checkout,2026-07-02 09:40:00,disk_percent,39.98
app-checkout,2026-07-02 09:40:00,response_time_ms,52.61
app-checkout,2026-07-02 09:40:00,error_rate_percent,0.16
app-checkout,2026-07-02 09:40:00,status,1.0
app-checkout,2026-07-02 09:45:00,cpu_percent,18.58
app-checkout,2026-07-02 09:45:00,memory_percent,42.52
app-checkout,2026-07-02 09:45:00,disk_percent,42.17
app-checkout,2026-07-02 09:45:00,response_time_ms,75.67
app-checkout,2026-07-02 09:45:00,error_rate_percent,0.28
app-checkout,2026-07-02 09:45:00,status,1.0
app-checkout,2026-07-02 09:50:00,cpu_percent,31.49
app-checkout,2026-07-02 09:50:00,memory_percent,48.77
app-checkout,2026-07-02 09:50:00,disk_percent,41.19
app-checkout,2026-07-02 09:50:00,response_time_ms,36.16
app-checkout,2026-07-02 09:50:00,error_rate_percent,0.48
app-checkout,2026-07-02 09:50:00,status,1.0
app-checkout,2026-07-02 09:55:00,cpu_percent,21.23
app-checkout,2026-07-02 09:55:00,memory_percent,31.64
app-checkout,2026-07-02 09:55:00,disk_percent,41.47
app-checkout,2026-07-02 09:55:00,response_time_ms,57.07
app-checkout,2026-07-02 09:55:00,error_rate_percent,0.26
app-checkout,2026-07-02 09:55:00,status,1.0
app-catalog,2026-07-02 08:00:00,cpu_percent,33.12
app-catalog,2026-07-02 08:00:00,memory_percent,54.69
app-catalog,2026-07-02 08:00:00,disk_percent,41.99
app-catalog,2026-07-02 08:00:00,response_time_ms,74.62
app-catalog,2026-07-02 08:00:00,error_rate_percent,0.3
app-catalog,2026-07-02 08:00:00,status,1.0
app-catalog,2026-07-02 08:05:00,cpu_percent,27.47
app-catalog,2026-07-02 08:05:00,memory_percent,50.99
app-catalog,2026-07-02 08:05:00,disk_percent,43.0
app-catalog,2026-07-02 08:05:00,response_time_ms,66.69
app-catalog,2026-07-02 08:05:00,error_rate_percent,0.0
app-catalog,2026-07-02 08:05:00,status,1.0
app-catalog,2026-07-02 08:10:00,cpu_percent,32.96
app-catalog,2026-07-02 08:10:00,memory_percent,44.29
app-catalog,2026-07-02 08:10:00,disk_percent,42.6
app-catalog,2026-07-02 08:10:00,response_time_ms,90.11
app-catalog,2026-07-02 08:10:00,error_rate_percent,0.49
app-catalog,2026-07-02 08:10:00,status,1.0
app-catalog,2026-07-02 08:15:00,cpu_percent,25.85
app-catalog,2026-07-02 08:15:00,memory_percent,44.83
app-catalog,2026-07-02 08:15:00,disk_percent,43.65
app-catalog,2026-07-02 08:15:00,response_time_ms,72.15
app-catalog,2026-07-02 08:15:00,error_rate_percent,0.66
app-catalog,2026-07-02 08:15:00,status,1.0
app-catalog,2026-07-02 08:20:00,cpu_percent,34.32
app-catalog,2026-07-02 08:20:00,memory_percent,50.48
app-catalog,2026-07-02 08:20:00,disk_percent,42.17
app-catalog,2026-07-02 08:20:00,response_time_ms,62.85
app-catalog,2026-07-02 08:20:00,error_rate_percent,0.0
app-catalog,2026-07-02 08:20:00,status,1.0
app-catalog,2026-07-02 08:25:00,cpu_percent,24.54
app-catalog,2026-07-02 08:25:00,memory_percent,50.39
app-catalog,2026-07-02 08:25:00,disk_percent,42.3
app-catalog,2026-07-02 08:25:00,response_time_ms,76.36
app-catalog,2026-07-02 08:25:00,error_rate_percent,0.46
app-catalog,2026-07-02 08:25:00,status,1.0
app-catalog,2026-07-02 08:30:00,cpu_percent,31.25
app-catalog,2026-07-02 08:30:00,memory_percent,53.82
app-catalog,2026-07-02 08:30:00,disk_percent,41.59
app-catalog,2026-07-02 08:30:00,response_time_ms,69.45
app-catalog,2026-07-02 08:30:00,error_rate_percent,0.02
app-catalog,2026-07-02 08:30:00,status,1.0
app-catalog,2026-07-02 08:35:00,cpu_percent,34.5
app-catalog,2026-07-02 08:35:00,memory_percent,50.82
app-catalog,2026-07-02 08:35:00,disk_percent,42.97
app-catalog,2026-07-02 08:35:00,response_time_ms,87.75
app-catalog,2026-07-02 08:35:00,error_rate_percent,0.82
app-catalog,2026-07-02 08:35:00,status,1.0
app-catalog,2026-07-02 08:40:00,cpu_percent,30.37
app-catalog,2026-07-02 08:40:00,memory_percent,53.82
app-catalog,2026-07-02 08:40:00,disk_percent,41.04
app-catalog,2026-07-02 08:40:00,response_time_ms,76.66
app-catalog,2026-07-02 08:40:00,error_rate_percent,0.54
app-catalog,2026-07-02 08:40:00,status,1.0
app-catalog,2026-07-02 08:45:00,cpu_percent,24.14
app-catalog,2026-07-02 08:45:00,memory_percent,56.02
app-catalog,2026-07-02 08:45:00,disk_percent,41.77
app-catalog,2026-07-02 08:45:00,response_time_ms,79.16
app-catalog,2026-07-02 08:45:00,error_rate_percent,0.37
app-catalog,2026-07-02 08:45:00,status,1.0
app-catalog,2026-07-02 08:50:00,cpu_percent,34.59
app-catalog,2026-07-02 08:50:00,memory_percent,55.92
app-catalog,2026-07-02 08:50:00,disk_percent,41.65
app-catalog,2026-07-02 08:50:00,response_time_ms,57.02
app-catalog,2026-07-02 08:50:00,error_rate_percent,0.46
app-catalog,2026-07-02 08:50:00,status,1.0
app-catalog,2026-07-02 08:55:00,cpu_percent,34.01
app-catalog,2026-07-02 08:55:00,memory_percent,49.19
app-catalog,2026-07-02 08:55:00,disk_percent,41.86
